positive,negative,rating
,"soba nije imala dnevnu svetlost,i konstantno je bila buka ( ne znam da li od centralne klimatizacije ili nečeg drugog).
Ostalo je zaista sve lepo i čisto.",9
"Lokacija odlična, odmah pored reke. Moderno uređen hotel, krevet izuzetno udoban. Doručak odličan, osoblje izuzetno ljubazno. Bezbedan parking u podzemnoj garaži.","Sobe na M nivoima praktično nemaju dnevnog svetla jer su praktično ukopane, pa bi to trebalo da stoji u opisu. Nama nije preterano smetalo jer smo u hotelu samo prespavali.",9
"Mali hotel,to se ne primecuje......veoma 
dobra organizacija....preporuka je za sve posete Beograda u centru oko reke Save",,10
"Veoma lep mali hotel, super doručak kao i restoran.","Soba sa terasom bez dnevne svetlosti, osećala sam se kao u podrumu. Mozda ne bi bilo loše naglasiti to negde pre rezervacije.",8
"Lokacija, ulaz u parking, mir, čistoća, blizina centra, blizina auto-puta, blizina reke i šetališta",Nemam zamerku,10
"krevet kao na oblacima da sam spavao, lokacija odlicna 👌🏽",,10
odlična lokacija. čist objekat. izuzetno ljubazno osoblje.,,10
,Soba je hladna...nije mogla da se zagreje,8
Bilo je čisto,"Nije dovoljno ljubazno osoblje,trazila sam da mi pomognu oko TV i daljinskog,odbili su moju molbu",5
Nista najgore mjesto na koje sam ikad posjetio,"Soba u kojj sam bio nema prirodnu svjetlost nasprem terase je zid u tunelu  ste. Coca cola u mini baru istekao rok. Rezervisa sam dvije sobe ispostavilo se da jedna nema dorucak i onda je naplacem iako od nas cetvero dvoje nije bilo na dorucku, al kako rekose iz pogresne sobe. Konobarica sa frckavom kosom nevjerobatno neljubazna, kolega konobar nas je cak vrjedjao, a brkati recepcioner nije se ni potrudio odgovoriti na nase primjedbe vec je dodatno bio neprijatan. Jos sam u soku da ovakvi uposleni postoje...",1
"Apartmanot e prekrasno ureden, se e namesteno so vkus. Higienata na maksimalno mozno nivo, i moja preporaka za sekoj koj saka da se prosheta niz Belgrad a na krajot od denot da se odmori vo tishina. Igor i Marija se prekrasni i stojat na raspolaganje na nivnite gosti vo sekoj moment.
Bravo, Bravo, Bravo !!!","Tolku e se dobro, shto ako e podobro nema da cini :))))",10
Vlasnici apartmana su izuzetno ljubazni ljudi. Sve je čisto i uredno. Rado se vraćamo ponovo,,10
"Lokacija idealna, domacini ljubazni, objekat prijatan i veoma cist . Na samo minut hoda od bulevara. Ponovo bi smo se vratili.",,10
Sve pohvale za domacine. Srdačan doček.. Čist apartman topao sve na mestu za odmor. Svaka preporuka za ovaj apartman.,/,10
"Perfektan apartman, cist i super opremljen,  ljudi koji izdaju su  jako ljubazni! Za svaku preporuku 👌

Perfect accommodation,  very clean and well equipped. Host's are very polite and friendly. All recommendations ☺️👌",,10
Околина је веома добра и тиха. Газда је такође веома ентузијастичан и помаже нам~,,10
"Sve pohvale za domaćine koji su bili izuzetno prijatni i ljubazni. Sto se tice apartmana, sve je u potpunosti savrseno, nemam apsolutno ni jednu primedbu. Svaka preporuka!",,10
"Fenomenalna lokacija, veoma ljubazno osoblje, izuzetno cist i lep hotel, sve preporuke i pohvale...sigurno cu ga opet posetiti",,10
"Hotel se nalazi na odlicnoj lokaciji , apartman je bio uredan.","U apartmanu uopste nije radio tv , to mi je bas smetalo",8
"Prijatno osoblje, i udoban smestaj cisto i sve utegnuto kako treba.","Lokacija, smestaj osoblje recepcija koja je na usluzi 24h. Jako ljubazni i gostoprimljivi..",8
"Odlična lokacija, strogi centar, 7 minuta laganog hoda od Studentskog trga, izuzetno ljubazno osoblje, mir i tišina. Hotel ima i svoj parking u neposrednoj blizini, što je jako bitno u centru Beograda. Apartman sa hidromasažnom kadom je izuzetan.","Parking bi za goste mogao biti jeftiniji. Hotel nema mogućnost doručka, što i nije neki nedostatak, ali eto, da napomenem.",9
Sve je ekstra !,Nema toga...,10
Rezervisao sam sobu od 26 kvadrata bila je mnogo manja. Jakuzi komplikovan. Osoblje više nego ljubazno.,"Jakuzi komplikovan,soba manja nego sto sam rezervisao.",8
"Sve pohvale za recepciju hotela, a nsrocito za Majkla",Sto nema sobe za pusace u sklopu hotela,10
"Osoblje je preljubazno, platili su mi parking, pozvali taxi kad sam trebao, 10+++",,10
Lokacija je dobra.,Jastuci su previše tvrdi i to nam se jedino nije svidjelo.,9
Cisto i udobno...,,10
"Lokacija odlicna,sobe prelepe,osoblje jako ljubazno,sve pohvale.",,10
"Hotel je na odličnoj lokaciji. Jako blizu centra, a tiho i mirno. Osoblje je divno, sobe su čiste. Prezadovoljni smo!",,10
"Sve je bilo super. Osoblje odlicno, komunikativno uvek vam na raspolaganju. Sobe ciste. Lokacija odlicna. Parking blizu i pokriven video nadzorom.",,10
"Sve je super, soba, osoblje, lokacijaa. Cista preporuka. Opet se planiram vratiti u isti hotel kada budem dolazio u BG",,10
Sve je pefektno.,,10
"Hotel na izvanrednoj lokaciji, na par minuta hoda od centra grada. Osoblje profesionalno i veoma ljubazno. Sobe čiste, a kreveti udobni.
Sigurno dolazimo opet! :)",,10
"Udoban hotel, na super lokaciji.",,10
"Odlican hotel, na super lokaciji, ciste i lepo uredjene sobe, ljubazno osoblje. Za svaku preporuku.",,10
"Ambijent, usluga, osoblje, lokacija, apsolutno sve je više nego odlično! Sve preporuke!",,10
"Sjajan hotel, na odlicnoj lokaciji, fenomenalna usluga, sobe su prostrane ciste i luksuzno opremljene",,10
ljubazno osoblje I predivna soba :),,10
"Fantastican hotel, odlicna lokacija, ljubazno osoblje, sobe su prostrane, luksuzno opremljene, kreveti jako udobni, sve u svemu, hotel za svaku preporuku",,10
"Osoblje izuzetno prijatno i predusretljivo.
Odlična lokacija,sve što vam je potrebno je u blizini.
Za svaku preporuku.",,10
"Suprug i ja smo prezadovoljni lokacijom, osobljem i uslugom!
Sobe su čiste, uredne i jako lepo sređene! 
Smatram da je odnos cene i kvaliteta i više nego odličan!
Svima bih Vas preporučila!
Do sledećeg viđanja, 
Srdačno, Andrijana!",,10
"Pre svega ljubazno osoblje, zatim naravno soba koja je savrseno uredna, cista, lepo osmisljenih detalja.
Izdvojila bih za sebe najbitniju stavku, bela posteljina.",Ne postoji nesto sto mi se nije dopalo.,10
Top,,10
Lokacija je super.,"Na zidovima iznad prozora, a ispod zavesa, se vide crne fleke od kondenzacije.",8
Sve je ok,Buka od renoviranja okolnog objekta,9
Đakuzi,,10
,"Nestalo je struje u hotelu a njihovi domacini uopste nisu se potrudili da mi pomognu iako sam im preneo da imam krstenje, da treba da se popeglaju kosulje, za bebu treba toplo mleko, sredjivanje frizure i dosta drugih stvar. Iako za  sam nestanak struje nisu oni krivi, nisu se nimalo ponudili da mi pomognu da resim problem.
Iako sam loyalan njihov klijent dobio sam vrlo negativno iskustvo. Hotel je odlican ali sam odnos zaposlenih nije na zadovoljavajucem nivou.
Iako sam vise puta dolazio u hotel koji mi se jako svideo, zbog ovakvog odnosa zaposlenih necu vise dolaziti",5
"Jacuzzi, sadržaj sobe","Objekt se reklamira sa parkingom. Parking nije adekvatan jer je to zapravo dvorište koje je pod ključem, tako da pri dolasku morate prvo stati pred hotel, a da pri tome nema mjesta da stanete, te se nalazi u neposrednoj blizini. Kod odlaska uzmete kljuc istog tog parkinga, otključate te izrežete auto iz dvorišta, te bi onda taj isti kljuc trebali vratiti na recepciju hotela, umjesto da to za vas napravi osoblje. I nije bas najbolje rješenje. Wc školjka je bila zmazana.",4
lokacija,odnos dela osoblja prema gostu,5
"preskup , nista ne nude ! nikako 4 zvezdice !!
imapuno boljih u Bgd i jeftinije","skup , jedna cena na Booking.com a veca kad platis kod njih! nije vredno",5
,Nedostaje doručak,9
"Sve je bilo super!
Veoma ljubazni domaćini. Uz malu nadoknadu mogu da dovedem i psa.",,10
"Sve je bilo odlično. Čisto, prostrano, udobno. Vratićemo se ponovo nekom prilikom!",,10
"Sirok izbor za dorucak. Na dohvat ruke pekara, restoran domace hrane, prodavnica i piljara. Odlicna lokacija. Lep i veliki stan, dobro opremljen. Miran kraj. Veoma smo zadovoljni!",,10
Prostrano je i cisto.,,10
"Apartman je prostran, čist i lepo opremljen. Kreveti su veoma udobni, kuhinja u potpunosti opremljena. Kraj u kome se nalazi je miran i mesto je idealno za odmor. Do aerodroma treba manje od 10 minuta što mi je mnogo značilo. Domaćini su veoma ljubazni! 😀",,10
"Lokacija u blizini auto-puta, sve je uredno i čisto. Stan je prostran i udoban, siguran parking u dvorištu sa video nadzorom. Mnogo slobodnog prostora napolju za decu. Ljubazni domaćini! Lepa terasa za uživanje u jutarnjoj kafi!",,10
Hotel je na dobroj lokaciji..Sve je uredno..čisto..a osoblje preljubazno,Sve je u redu,10
"Izvanredna lokacija,ĉistoća na zavidnom nivou a osoblje i vise nego kvalifikovano i ljubazno..,Topla preporuka za bilo koju vrstui boravka!",,10
"Prelijepe velike i uredne sobe.,parking u sklopu hotela.Odlična pozicija hotela",,10
Sve je bilo odlično. Super lokacija...najvažnije je što ima besplatni parking. Osoblje je veoma prijatno i od velike pomoči,"40€ ekstra na računu ako želite da uđete u sobu prije 14 sati kad počinje čekiranje. Osim toga,nema ništa negativno",10
"Prijatan ambijent, lepe sobe,ljubazno osoblje i fantastičan maser Milos.",,9
"Veoma prijatan boravak, sa ljubaznim osobljem. Predivan novi hotel, na dobroj lokaciji, sa moderno opremljenim sobama. Posebna pohvala za recepcionerku iz Budve, jedan veliki profesionalac, veoma ljubazna i sposobna mlada osoba.",,10
"Lokacija hotela odlična,doručak korektan,hotel moderno opremljen izuzetno čist,parking obezbeđen.
Toplo preporučujem Sky Hotel.",Nisam imala zamerke za kratko vreme koje sam provela u hotelu.,10
"Lijepo uređen hotel, profesionalno i izuzetno prijatno osoblje za svaku pohvalu, ugodna atmosefera, doručak izvrstan, svjež i raznovrstan, parking obezbijeđen, lift, klima odlična, unutrašnji hodnici svijetli i prozračni,hotel lokacija u samom centru u mirnoj ulici.",Stakleni wc je jako loše rješenje. Osjeti se neugodan miris buđi u tuš kabini. I neugodan je miris peškira. U ormaru samo dva ofingera.,10
"Sve je bilo savršeno!
Hotel je odličan, blizu centra.
Besplatan parking.
Osoblje izuzetno ljubazno!",,10
"Hotel se nalazi na odlicnoj lokaciji.ima parking,ciste sobe,solidan doručak sigurno cu se vratiti ponovo 😀",Grejanje u sobi.,8
"Lijep hotel, ljubazno osoblje.",Loš doručak...,8
"Lokacija je 🙏,osoblje top.",,10
SVe je bilo super ... nema sta,nista,10
"Porodična soba prostrana, čista…!
Iako su vani bile vrućine, u sobi jako prijatno!
Parking!",,9
Samo prking,Kljma u hodniku i malo kupatilo,1
Mnogo lijep hotel sa izvrsnim osobljem,,10
"Udobnost, krevet je bio top! Dorucak vrhunski! Kupatilo prostrano i cisto!",,10
lokacija dobra i odlican dorucak,nista,9
Sve.,/,10
"Dobra lokacija, čisto, uredno, vrijedno osoblje, raznovrsna doručak, sve je bilo ok.",,10
"Dorucak raznovrstan i ukusan, lokacija odlicna.","Losa izolacija, sva buka sa hodnika se cula u sobi",9
"Hotel je zaista čist, osoblje jako ljubazno! Lokacija savrsena! Od sada je hotel Nobel moja destinacija kada dodjem u Beograd.","Imam sugestiju samo za doručak, mozda bi migao da bude prilagodjen osobama koje ne jedu gluten ili beli hleb, malo vise voca i povrca. Ostalo je odlično!",10
"Osoblje izuzetno uslužno, nasmejano, vedro. Doručak sasvim zadovoljava potrebe, raznovrstan.","Kreveti su malo mekši, ali to nije pokvarilo utisak.",8
Bilo je preljepo. Osobjle sa recepcija predivno. Hotel cist i uredan. Dorucak je bio odlican. 🥰,,10
parking,Štonse plaća,10
"Kao i uvek do sada osoblje divno, lokacija ,cistoca, dorucak takodje...medjutim dobili smo sobu sa vlagom u toaletu sto je pokvarilo utisak.  Verujem da je to izuzetak ali ima prostora za ulaganje. 
Fotografija u prilogu.",,8
Super je sve,,10
"Blizina grada,cistoca",U restoranu neljubaznost radnice koja je iz Loznice rodom toliko znamo o njoj.,9
"Enterijer, lokacija, ljubazno osoblje",,10
Lokacija,,10
Prijatan ambijent. Osjecate se kao kod kuce,Sve jw bilo u najboljem rwdu,10
"Ljubazno osoblje,sve je uredno i cisto.Obezbedjen parking. Sve preporuke",,10
"Odlična lokacija, čiste sobe, sa ukusom urađen enterijer... Doručak fantastičan",,10
"Veoma prijatan boravak, odlična lokacija (blizu klinicko bolničkog centra), uslužan personal i dobra usluga",,9
"lokacija je odlična, ljubazno i pristupačno osoblje, sve pohvale.",,10
Jako prijatan boravak! Veoma ljubazno i profesionalno osoblje na recepciji. Upravo sjajno osoblje izdvaja hotel od drugih! Zasluzuju bonus!,,10
"Кувар спрема величанствена јела, доручак је укусан и разноврстан, особље је љубазно, еспресо  добар.","Нема тога што је лоше. За хотел је најважније особље, оно је овде стручно, услужно и љубазно.",9
"Sve je odlično,udobno,čisto.",,8
"Prelepa i prostrana soba. Personal koji zna svoj posao.
Za svaku preporuku",,10
"Prelep hotel sa preljubaznim personalom.
Lepo smo sačekani i ispraćeni. Sve je bilo savršeno.
Personal koji daje sve od sebe.
Soba velika i komforna u prelepim bojama i jako uredna 
i čista. Sve miriše na novo. Za svaku preporuku",,10
"Lokacija odlicna, čisto je i osoblje je jako ljubazno. Doručak raznovrstan i odličan. Za svaku preporuku!",Nema zamerki,10
,"Nerešen parking, ostalo sve super",10
"Kao i uvijek sve je uglavnom ok i sasvim korektno za ulozeni novac. Cisto, uredno, osoblje ljubazno i usluzno. Piće dobrodoslice. Lokacija extra","Tus iznad glave stalno kapa, nemoguce ga je ugasiti i to treba popraviti. Trazila sam peglu, obecali mi donijeti u sobu i nikada nisu, mali minus za to, treba voditi racuna o takvim stvarima.",9
Odlična lokacija i još bolja usluga!,,10
Lokacija odlična. Privatan parking. Dorucak za svaku pohvalu. Osoblje ljubazno.,Osjeti se malo vlaga u sobi i u kupatilu.,9
"Sve je bilo super, dorucak fantastican!",,10
Sve je bilo kako treba,,10
"Dorucak je solidan, sasvim dovoljno za pocetak dana i sto je najvaznije sve je preukusno.
Na 10 minuta hoda je TC Galerija, Beograd na vodi, Promenada - za sve one koji su dosli da odmaraju i uzivaju. U neposrednoj blizini je i Klinicki centar za one koji u Beograd dolaze ne tako lepim povodom.",Za prvu posetu ovom hotelu nemam neku vecu zamerku.,9
"Hrana, smjestaj",,10
"Lokacija hotela je odlicna. Sve je u blizini. Hrana dobra, dorucak odlican.",,10
"Odličan doručak, za sve vrste dijetetskih potreba. Sveže salate, sveže pecivo, kontinentalni doručak u nekoliko varijanti.",,9
Sve pohvale…,,10
Jako lijep i nov hotel,Kupatilo je imalo vlage,8
,"Odlična lokacija, nije skupo, sve je odlično, preporučujem",10
"Ovo je odličan hotel, parking što je najvažnie je od hotela i besplatan je, kao i dosta siguran. Osoblje ljubazno, sve uredno - PREPORUKA!",,10
Kao i uvijek do sada mogu samo pohvaliti i hotel kao i sve zaposlene u istom.,,10
Dobar smestaj,Sve je ok,8
Sve,,10
"Lokacija, basta kafica,",manje buke,8
"Soba prostrana, ugodna, cisto. Dorucak mnogo bolji u odnosu na prosli put, raznovrsniji i restoran prosiren, uredan. Drago mi ne vidjeti da su unaprijedili ponudu hrane.",Nema nista posno (slano) za dorucak,8
"Drugi put gost hotela, sve super!",,10
"Pristojan boravak za cenu. Preporučujem ako je blizina centra bitna. Takođe je dobar ako se slučajno desi da morate da ostanete u Beogradu pa da prespavate. Posteljine i peškiri su čisti. Veći je hotel pa je prijatno boraviti u njemu, jer ima privatnosti. Doručak je vrlo pristojan.","U principu je čisto. Ali se trenutno kuhinja renovira pa ceo hotel miriše na pomfrit i prženje. Parking ume da bude problem ali ima parking mesta ispred hotela. Uglavnom, nije loše.",8
"Dobar doručak, piće dobrodošlice, dobra lokacija.","Parking je nemoguće rezervisati i u ulici je kolaps, higijena u sobi nije na zadovoljavajućem nivou.",8
Dopao nam se komforan krevet.,"Nije nam se dopalo to što je hotel pun Indijaca i Arapa.
Doručak je bio oskudan.",8
,"Kartica od garaže koja se dodatno naplaćuje nije radila tako da je pored naplate, bilo potrebno dodatno platiti parking po satu provedenom u garaži.
Sobna vrata se nisu mogla zaključati čak ni nakon  pokušaja osoblja da poprave elektronsko zaključavanje.",6
"Doručak, lokacija",Kupatilo ke moglo biti čistije. Nema kolica za prtljag.,6
"Hrana je bila odlicna,osoblje ljubazno","Higijena u sobama i toaletu 😬
Nije na zavidnom nivou",7
